"","make","transmission","engine_displacement_cm3","power_cv","power_ice_kw","avg_wltp_consumption_l_100km","avg_wltp_emissions_gCO2_km","length_mm","width_mm","height_mm","gross_vehicle_weight_rating_kg","total_seating","fuel_economy_index","electric_consumption_kwh_100km","battery_capacity_kwh","vehicle_type","engine"
"1850","Dacia","M",898,89.67,66,6.09,137,4528,1762,1591,1608,5,"C",NA,NA,"Ligeros","Fosiles"
"1851","Dacia","M",898,89.67,66,6.09,137,4528,1762,1591,1608,5,"C",NA,NA,"Ligeros","Fosiles"
"1852","Dacia","M",898,76.09,56,6.26,142,4528,1762,1591,1608,5,"C",NA,NA,"Ligeros","Fosiles"
"1853","Dacia","M",898,76.09,56,6.26,142,4494,1733,1591,1590,5,"C",NA,NA,"Ligeros","Fosiles"
"1854","Dacia","M",999,100.54,74,5.81,131,4528,1762,1591,1606,5,"B",NA,NA,"Ligeros","Fosiles"
"1855","Dacia","M",999,74.73,55,5.86,132,4346,1733,1517,1496,5,"C",NA,NA,"Ligeros","Fosiles"
"1856","Dacia","M",999,74.73,55,6.12,138,4346,1733,1517,1496,5,"C",NA,NA,"Ligeros","Fosiles"
"1857","Dacia","M",999,73.37,54,6.29,142,4346,1733,1517,1491,5,"C",NA,NA,"Ligeros","Fosiles"
"1858","Dacia","M",999,73.37,54,6.12,138,4346,1733,1517,1496,5,"C",NA,NA,"Ligeros","Fosiles"
"1859","Dacia","M",1461,95.11,70,4.57,120,4346,1733,1517,1629,5,"C",NA,NA,"Ligeros","Fosiles"
"1860","Dacia","M",1461,95.11,70,6.3,120,4346,1733,1517,1575,5,"F",NA,NA,"Ligeros","Fosiles"
"1861","Dacia","M",1461,95.11,70,4.57,120,4346,1733,1517,1629,5,"C",NA,NA,"Ligeros","Fosiles"
"1862","Dacia","M",1461,95.11,70,4.57,120,4346,1733,1517,1629,5,"C",NA,NA,"Ligeros","Fosiles"
"1863","Dacia","M",898,89.67,66,6.3,125,4346,1733,1517,1575,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1864","Dacia","M",898,89.67,66,7.71,125,4346,1733,1517,1575,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1865","Dacia","M",999,100.54,74,5.83,119,4346,1733,1517,1590,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1866","Dacia","M",1461,115.49,85,4.88,128,4341,1804,1687,1798,5,"C",NA,NA,"Ligeros","Fosiles"
"1867","Dacia","M",1461,115.49,85,4.88,128,4341,1804,1687,1798,5,"C",NA,NA,"Ligeros","Fosiles"
"1868","Dacia","M",1461,115.49,85,4.88,128,4341,1804,1687,1798,5,"C",NA,NA,"Ligeros","Fosiles"
"1869","Dacia","M",1461,114.13,84,5.35,140,4341,1804,1678,1945,5,"D",NA,NA,"Ligeros","Fosiles"
"1870","Dacia","M",1461,114.13,84,5.35,140,4341,1804,1678,1945,5,"D",NA,NA,"Ligeros","Fosiles"
"1871","Dacia","M",1461,114.13,84,5.35,140,4341,1804,1678,1945,5,"D",NA,NA,"Ligeros","Fosiles"
"1872","Dacia","M",999,91.03,67,6.25,141,4341,1804,1687,1734,5,"C",NA,NA,"Ligeros","Fosiles"
"1873","Dacia","M",999,91.03,67,6.25,141,4341,1804,1687,1734,5,"C",NA,NA,"Ligeros","Fosiles"
"1874","Dacia","M",999,91.03,67,6.25,141,4341,1804,1687,1734,5,"C",NA,NA,"Ligeros","Fosiles"
"1875","Dacia","M",999,100.54,74,6.47,128,4341,1804,1687,1760,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1876","Dacia","M",999,100.54,74,6.47,128,4341,1804,1687,1760,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1877","Dacia","M",999,100.54,74,6.47,128,4341,1804,1687,1760,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1878","Dacia","A",1332,149.46,110,6.33,143,4341,1804,1687,1778,5,"C",NA,NA,"Ligeros","Fosiles"
"1879","Dacia","M",1332,130.43,96,6.29,142,4341,1804,1687,1767,5,"C",NA,NA,"Ligeros","Fosiles"
"1880","Dacia","M",1332,130.43,96,6.29,142,4341,1804,1687,1767,5,"C",NA,NA,"Ligeros","Fosiles"
"1881","Dacia","M",999,110.05,81,5.77,130,4547,1784,1674,1695,5,"B",NA,NA,"Ligeros","Fosiles"
"1882","Dacia","M",999,110.05,81,5.77,130,4547,1784,1674,1695,5,"B",NA,NA,"Ligeros","Fosiles"
"1883","Dacia","M",999,110.05,81,5.77,130,4547,1784,1674,1862,7,"B",NA,NA,"Ligeros","Fosiles"
"1884","Dacia","M",999,110.05,81,5.77,130,4547,1784,1674,1862,7,"B",NA,NA,"Ligeros","Fosiles"
"1885","Dacia","M",999,100.54,74,6.1,120,4547,1784,1674,1724,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1886","Dacia","M",999,100.54,74,6.1,120,4547,1784,1674,1724,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1887","Dacia","M",999,100.54,74,6.1,120,4547,1784,1674,1889,7,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1888","Dacia","M",999,100.54,74,6.1,120,4547,1784,1674,1889,7,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1889","Dacia","M",999,100.54,74,5.46,109,4396,1758,1494,1605,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1890","Dacia","M",999,100.54,74,5.46,109,4396,1758,1494,1605,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1891","Dacia","M",999,66.58,49,5.34,121,4088,1758,1490,1500,5,"C",NA,NA,"Ligeros","Fosiles"
"1892","Dacia","M",999,66.58,49,5.34,121,4088,1758,1490,1500,5,"C",NA,NA,"Ligeros","Fosiles"
"1893","Dacia","M",999,66.58,49,5.34,121,4088,1758,1490,1512,5,"C",NA,NA,"Ligeros","Fosiles"
"1894","Dacia","M",999,91.03,67,5.29,120,4088,1758,1490,1562,5,"B",NA,NA,"Ligeros","Fosiles"
"1895","Dacia","M",999,91.03,67,5.29,120,4088,1758,1490,1562,5,"B",NA,NA,"Ligeros","Fosiles"
"1896","Dacia","M",999,91.03,67,5.29,120,4088,1758,1490,1562,5,"B",NA,NA,"Ligeros","Fosiles"
"1897","Dacia","SC",999,91.03,67,5.86,132,4088,1758,1490,1586,5,"C",NA,NA,"Ligeros","Fosiles"
"1898","Dacia","SC",999,91.03,67,5.86,132,4088,1758,1490,1586,5,"C",NA,NA,"Ligeros","Fosiles"
"1899","Dacia","SC",999,91.03,67,6.28,142,4099,1784,1580,1601,5,"D",NA,NA,"Ligeros","Fosiles"
"1900","Dacia","SC",999,91.03,67,6.28,142,4099,1784,1580,1585,5,"D",NA,NA,"Ligeros","Fosiles"
"1901","Dacia","M",999,91.03,67,5.69,129,4099,1784,1580,1561,5,"C",NA,NA,"Ligeros","Fosiles"
"1902","Dacia","M",999,91.03,67,5.69,129,4099,1784,1580,1561,5,"C",NA,NA,"Ligeros","Fosiles"
"1903","Dacia","M",999,91.03,67,5.69,129,4099,1784,1580,1578,5,"C",NA,NA,"Ligeros","Fosiles"
"1904","Dacia","M",999,91.03,67,5.69,129,4099,1784,1580,1561,5,"C",NA,NA,"Ligeros","Fosiles"
"1905","Dacia","M",999,91.03,67,5.29,120,4088,1758,1490,1562,5,"B",NA,NA,"Ligeros","Fosiles"
"1906","Dacia","M",999,110.05,81,5.5,125,4099,1784,1580,1587,5,"C",NA,NA,"Ligeros","Fosiles"
"1907","Dacia","M",999,100.54,74,5.46,109,4088,1758,1490,1602,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1908","Dacia","M",999,100.54,74,5.46,109,4088,1758,1490,1602,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1909","Dacia","M",999,100.54,74,5.46,109,4088,1758,1490,1602,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1910","Dacia","M",999,100.54,74,5.46,109,4088,1758,1490,1602,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1911","Dacia","M",999,100.54,74,5.88,117,4099,1784,1580,1602,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1912","Dacia","M",999,100.54,74,5.88,117,4099,1784,1580,1602,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1913","Dacia","M",999,100.54,74,5.88,117,4099,1784,1580,1618,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1914","Dacia","M",999,73.37,54,5.86,132,4080,1757,1618,1504,5,"C",NA,NA,"Ligeros","Fosiles"
"1915","Dacia","M",999,73.37,54,6.12,138,4057,1733,1523,1495,5,"D",NA,NA,"Ligeros","Fosiles"
"1916","Dacia","M",999,74.73,55,5.86,132,4057,1733,1523,1495,5,"D",NA,NA,"Ligeros","Fosiles"
"1917","Dacia","M",999,73.37,54,6.12,138,4494,1733,1591,1557,5,"C",NA,NA,"Ligeros","Fosiles"
"1918","Dacia","M",999,73.37,54,6.29,142,4057,1733,1523,1487,5,"D",NA,NA,"Ligeros","Fosiles"
"1919","Dacia","M",999,73.37,54,6.3,142,4057,1733,1523,1487,5,"D",NA,NA,"Ligeros","Fosiles"
"1920","Dacia","M",999,73.37,54,6.29,142,4080,1757,1533,1505,5,"D",NA,NA,"Ligeros","Fosiles"
"1921","Dacia","M",898,89.67,66,6.3,142,4080,1757,1533,1505,5,"D",NA,NA,"Ligeros","Fosiles"
"1922","Dacia","M",999,73.37,54,6.12,138,4080,1733,1523,1504,5,"D",NA,NA,"Ligeros","Fosiles"
"1923","Dacia","M",999,73.37,54,6.12,138,4057,1733,1523,1495,5,"D",NA,NA,"Ligeros","Fosiles"
"1924","Dacia","M",1461,95.11,70,4.45,117,4057,1733,1523,1628,5,"C",NA,NA,"Ligeros","Fosiles"
"1925","Dacia","M",1461,95.11,70,4.57,120,4057,1733,1523,1628,5,"D",NA,NA,"Ligeros","Fosiles"
"1926","Dacia","M",1461,95.11,70,4.74,125,4080,1757,1533,1645,5,"D",NA,NA,"Ligeros","Fosiles"
"1927","Dacia","M",1461,95.11,70,4.74,125,4080,1757,1618,1645,5,"D",NA,NA,"Ligeros","Fosiles"
"1928","Dacia","M",1461,95.11,70,4.8,126,4080,1757,1618,1645,5,"D",NA,NA,"Ligeros","Fosiles"
"1929","Dacia","M",1461,95.11,70,4.74,125,4080,1757,1618,1645,5,"D",NA,NA,"Ligeros","Fosiles"
"1930","Dacia","M",1461,95.11,70,4.74,125,4080,1757,1618,1645,5,"D",NA,NA,"Ligeros","Fosiles"
"1931","Dacia","M",898,89.67,66,6.09,137,4057,1733,1523,1528,5,"D",NA,NA,"Ligeros","Fosiles"
"1932","Dacia","M",898,89.67,66,6.3,142,4057,1733,1523,1516,5,"D",NA,NA,"Ligeros","Fosiles"
"1933","Dacia","M",898,89.67,66,6.56,148,4080,1757,1533,1538,5,"E",NA,NA,"Ligeros","Fosiles"
"1934","Dacia","M",1461,89.67,66,6.26,142,4080,1757,1618,1546,5,"G",NA,NA,"Ligeros","Fosiles"
"1935","Dacia","M",898,89.67,66,6.56,148,4057,1733,1533,1538,5,"E",NA,NA,"Ligeros","Fosiles"
"1936","Dacia","M",898,89.67,66,6.3,125,4057,1733,1523,1549,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1937","Dacia","M",898,89.67,66,6.3,125,4057,1733,1523,1549,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1938","Dacia","M",898,89.67,66,6.41,131,4080,1757,1533,1567,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1939","Dacia","M",898,89.67,66,6.41,131,4057,1733,1523,1567,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1940","Dacia","M",899,89.67,66,6.09,137,4080,1757,1618,1546,5,"D",NA,NA,"Ligeros","Fosiles"
"1941","Dacia","M",899,89.67,66,6.09,137,4080,1757,1618,1546,5,"D",NA,NA,"Ligeros","Fosiles"
"1942","Dacia","M",898,76.09,56,6.26,142,4080,1757,1533,1528,5,"D",NA,NA,"Ligeros","Fosiles"
"1943","Dacia","M",898,76.09,56,6.26,142,4057,1733,1523,1528,5,"D",NA,NA,"Ligeros","Fosiles"
"1944","Dacia","M",898,89.67,66,0,0,4080,1757,1618,1570,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1945","Dacia","M",999,100.54,74,5.81,131,4057,1733,1523,1522,5,"D",NA,NA,"Ligeros","Fosiles"
"1946","Dacia","M",999,100.54,74,5.81,131,4080,1757,1523,1540,5,"C",NA,NA,"Ligeros","Fosiles"
"1947","Dacia","M",999,100.54,74,5.83,119,4057,1733,1523,1626,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1948","Dacia","M",999,100.54,74,5.83,119,4080,1757,1618,1578,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"1949","Dacia","SC",0,0,0,NA,0,3734,1579,1513,1286,4,"Sin clasificación",15.2,26.8,"Ligeros","Eléctricos"
"1950","Dacia","SC",0,0,0,NA,0,3734,1579,1513,1286,4,"Sin clasificación",15.2,26.8,"Ligeros","Eléctricos"
"1951","Dacia","SC",0,0,0,NA,0,3734,1579,1513,1293,4,"Sin clasificación",15.2,26.8,"Ligeros","Eléctricos"
"1952","Dacia","SC",0,0,0,NA,0,3734,1579,1513,1286,4,"Sin clasificación",15.2,26.8,"Ligeros","Eléctricos"
"1953","Dacia","SC",0,0,0,NA,0,3734,1579,1513,1293,4,"Sin clasificación",15.2,26.8,"Ligeros","Eléctricos"
"1954","Dacia","SC",0,0,0,NA,0,3734,1579,1513,1293,4,"Sin clasificación",13.9,26.8,"Ligeros","Eléctricos"
"1955","E-Fun","A",0,54.35,40,NA,0,2150,126,1220,253,2,"Sin clasificación",3,8,"Ligeros","Eléctricos"
"1956","E-MAX","A",125,0,0,NA,0,2217,727,1252,320,1,"Sin clasificación",3.8,5.4,"Ligeros","Eléctricos"
"1957","EBROH","A",1,6.79,5,NA,0,2060,700,1110,200,2,"Sin clasificación",5.8,5.76,"Ligeros","Eléctricos"
"1958","EBROH","A",1,6.79,5,NA,0,2060,700,1110,200,2,"Sin clasificación",5.8,5.76,"Ligeros","Eléctricos"
"1959","EBROH","A",1,6.79,5,NA,0,2060,700,1110,200,2,"Sin clasificación",5.8,5.76,"Ligeros","Eléctricos"
"1960","EBROH","A",1,6.79,5,NA,0,1925,690,1160,150,2,"Sin clasificación",6.7,6.12,"Ligeros","Eléctricos"
"1961","EBROH","A",1,6.79,5,NA,0,1925,690,1160,150,2,"Sin clasificación",6.7,6.12,"Ligeros","Eléctricos"
"1962","EBROH","A",1,5.43,4,NA,0,2200,740,1300,253,2,"Sin clasificación",8.03,6.69,"Ligeros","Eléctricos"
"1963","EBROH","A",1,4.08,3,NA,0,2200,740,1300,253,2,"Sin clasificación",3.1,2.88,"Ligeros","Eléctricos"
"1964","EBROH","A",1,5.43,4,NA,0,2170,750,1360,253,2,"Sin clasificación",8.03,6.69,"Ligeros","Eléctricos"
"1965","EBROH","A",1,6.79,5,NA,0,1875,700,1140,200,2,"Sin clasificación",6.7,6.12,"Ligeros","Eléctricos"
"1966","EDOM CAR","SC",0,0,0,NA,0,2173,1374,1670,835,2,"Sin clasificación",6,45,"Ligeros","Eléctricos"
"1967","EDOM CAR","SC",0,0,0,NA,0,3286,1374,1670,1204,2,"Sin clasificación",7.7,45,"Ligeros","Eléctricos"
"1968","EFUN","A",0,0,0,NA,0,1900,690,1155,255,2,"Sin clasificación",41,40,"Ligeros","Eléctricos"
"1969","EFUN","A",0,0,0,NA,0,1850,840,1065,257,2,"Sin clasificación",36.5,40,"Ligeros","Eléctricos"
"1970","EFUN","A",0,0,0,NA,0,2150,728,1220,328,2,"Sin clasificación",58,100,"Ligeros","Eléctricos"
"1971","EFUN","A",0,0,0,NA,0,1900,680,1130,261,2,"Sin clasificación",41,40,"Ligeros","Eléctricos"
"1972","EFUN","A",125,0,0,NA,0,1900,680,1130,261,2,"Sin clasificación",4.1,52,"Ligeros","Eléctricos"
"1973","EFUN","A",125,0,0,NA,0,1900,680,1130,261,2,"Sin clasificación",0,52,"Ligeros","Eléctricos"
"1974","EFUN","A",125,0,0,NA,0,1965,785,1350,221,2,"Sin clasificación",4.9,104,"Ligeros","Eléctricos"
"1975","EKOe","SC",0,6.79,5,NA,0,1030,800,1810,201,1,"Sin clasificación",3.3,3.6,"Ligeros","Eléctricos"
"1976","ELECTRIC MOTION","SC",0,0,0,NA,0,2022,840,1140,170,1,"Sin clasificación",3.75,3,"Ligeros","Eléctricos"
"1977","ELECTRIC MOTION","SC",0,0,0,NA,0,2022,840,1140,170,1,"Sin clasificación",3.75,3,"Ligeros","Eléctricos"
"1978","ELECTRIC MOTION","SC",0,0,0,NA,0,2022,840,1140,170,1,"Sin clasificación",3.75,3,"Ligeros","Eléctricos"
"1979","ELECTRIC MOTION","SC",0,0,0,NA,0,2022,840,1140,170,1,"Sin clasificación",3.75,3,"Ligeros","Eléctricos"
"1980","ELECTRIC MOTION","SC",0,0,0,NA,0,2022,840,1140,170,1,"Sin clasificación",3.75,3,"Ligeros","Eléctricos"
"1981","ELECTRIC MOTION","SC",0,0,0,NA,0,2022,840,1140,170,1,"Sin clasificación",3.75,3,"Ligeros","Eléctricos"
"1982","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,5140,1941,1928,3200,3,"Sin clasificación",19.33,35,"Ligeros","Eléctricos"
"1983","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,5370,1945,1928,3200,3,"Sin clasificación",19.33,35,"Ligeros","Eléctricos"
"1984","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.16,35,"Ligeros","Eléctricos"
"1985","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.74,47,"Ligeros","Eléctricos"
"1986","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.16,35,"Ligeros","Eléctricos"
"1987","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.74,47,"Ligeros","Eléctricos"
"1988","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.16,35,"Ligeros","Eléctricos"
"1989","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.74,47,"Ligeros","Eléctricos"
"1990","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.16,35,"Ligeros","Eléctricos"
"1991","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.74,47,"Ligeros","Eléctricos"
"1992","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.16,35,"Ligeros","Eléctricos"
"1993","EUROGAZA EMERGENCIAS","A",0,0,0,NA,0,6088,2020,2687,3500,3,"Sin clasificación",29.74,47,"Ligeros","Eléctricos"
"1994","Ecooter","SC",0,0,0,NA,0,1750,670,1070,247,2,"Sin clasificación",2200,2.56,"Ligeros","Eléctricos"
"1995","Ecooter","SC",0,0,0,NA,0,1840,720,1080,243,2,"Sin clasificación",3,2.56,"Ligeros","Eléctricos"
"1996","Ecooter","SC",0,0,0,NA,0,1840,720,1080,243,2,"Sin clasificación",2700,2.56,"Ligeros","Eléctricos"
"1997","Ecooter","SC",0,0,0,NA,0,1890,780,1150,310,2,"Sin clasificación",4.9,5.38,"Ligeros","Eléctricos"
"1998","Elektra Bikes","SC",0,0,0,NA,0,1995,690,115,261,2,"Sin clasificación",30,3.2,"Ligeros","Eléctricos"
"1999","Elektra Bikes","SC",0,0,0,NA,0,1800,690,1130,261,2,"Sin clasificación",30,3.2,"Ligeros","Eléctricos"
"2000","Esagono Energia","SC",0,0,0,NA,0,3194,1200,2130,2000,2,"Sin clasificación",160,16.2,"Ligeros","Eléctricos"
"2001","Esagono Energia","SC",0,0,0,NA,0,3899,1200,2130,2000,2,"Sin clasificación",160,16.2,"Ligeros","Eléctricos"
"2002","Esagono Energia","SC",0,0,0,NA,0,3194,1200,2130,2000,2,"Sin clasificación",160,16.2,"Ligeros","Eléctricos"
"2003","Esagono Energia","SC",0,0,0,NA,0,3899,1200,2130,2000,2,"Sin clasificación",160,16.2,"Ligeros","Eléctricos"
"2004","Estrima","A",49,5.43,4,NA,0,1740,1028,1566,545,2,"Sin clasificación",70,100,"Ligeros","Eléctricos"
"2005","FULU","A",0,0,0,NA,0,2360,1400,1635,895,2,"Sin clasificación",10.9,9.2,"Ligeros","Eléctricos"
"2006","Fiat","M",1242,69.29,51,8.3,134,3571,1627,1488,865,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"2007","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,865,4,"G",NA,NA,"Ligeros","Fosiles"
"2008","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,865,4,"G",NA,NA,"Ligeros","Fosiles"
"2009","Fiat","M",999,70.65,52,5.4,122,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2010","Fiat","M",999,70.65,52,5.4,122,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2011","Fiat","M",875,85.6,63,5.7,127,3571,1627,1488,865,4,"E",NA,NA,"Ligeros","Fosiles"
"2012","Fiat","M",999,70.65,52,5.35,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2013","Fiat","M",999,70.65,52,5.35,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2014","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,865,4,"G",NA,NA,"Ligeros","Fosiles"
"2015","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,865,4,"G",NA,NA,"Ligeros","Fosiles"
"2016","Fiat","M",999,70.65,52,5.4,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2017","Fiat","M",999,70.65,52,5.4,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2018","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,865,4,"G",NA,NA,"Ligeros","Fosiles"
"2019","Fiat","M",999,70.65,52,5.45,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2020","Fiat","M",999,70.65,52,5.45,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2021","Fiat","M",875,85.6,63,5.7,127,3571,1627,1488,905,4,"E",NA,NA,"Ligeros","Fosiles"
"2022","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,865,4,"G",NA,NA,"Ligeros","Fosiles"
"2023","Fiat","M",999,70.65,52,5.35,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2024","Fiat","M",999,70.65,52,5.35,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2025","Fiat","M",999,70.65,52,5.45,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2026","Fiat","M",999,70.65,52,5.45,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2027","Fiat","M",1368,70.65,52,4.85,111,4242,1784,1595,1300,5,"A",NA,NA,"Ligeros","Híbridos"
"2028","Fiat","M",1368,70.65,52,4.85,111,4242,1784,1595,1300,5,"A",NA,NA,"Ligeros","Híbridos"
"2029","Fiat","M",1368,70.65,52,4.85,111,4242,1784,1595,1300,5,"A",NA,NA,"Ligeros","Híbridos"
"2030","Fiat","M",1368,70.65,52,4.85,111,4242,1784,1595,1300,5,"A",NA,NA,"Ligeros","Híbridos"
"2031","Fiat","M",1368,70.65,52,4.85,111,4242,1784,1658,1300,5,"A",NA,NA,"Ligeros","Híbridos"
"2032","Fiat","M",999,70.65,52,4.95,113,3571,1627,1595,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2033","Fiat","M",999,70.65,52,4.95,113,3571,1627,1595,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2034","Fiat","M",999,70.65,52,4.95,114,3571,1627,1595,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2035","Fiat","M",999,70.65,52,4.95,114,3571,1627,1595,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2036","Fiat","M",999,70.65,52,5,114,3571,1627,1488,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2037","Fiat","M",999,69.29,51,5.25,120,3571,1627,1488,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2038","Fiat","M",999,69.29,51,5.15,118,3571,1627,1488,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2039","Fiat","M",999,69.29,51,5.15,118,3571,1627,1488,980,4,"D",NA,NA,"Ligeros","Híbridos"
"2040","Fiat","M",1242,69.29,51,6.45,149,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2041","Fiat","M",1242,69.29,51,6.45,149,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2042","Fiat","M",999,70.65,52,5.45,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2043","Fiat","M",999,70.65,52,5.45,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2044","Fiat","M",875,85.6,63,5.8,130,3571,1627,1488,905,4,"F",NA,NA,"Ligeros","Fosiles"
"2045","Fiat","M",999,70.65,52,5.4,122,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2046","Fiat","M",999,70.65,52,5.4,122,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2047","Fiat","M",1242,69.29,51,6.45,149,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2048","Fiat","M",1242,69.29,51,6.45,149,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2049","Fiat","A",1242,69.29,51,6.45,149,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2050","Fiat","M",999,70.65,52,5.4,122,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2051","Fiat","M",999,70.65,52,5.4,122,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2052","Fiat","M",1242,69.29,51,6.45,149,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2053","Fiat","M",999,70.65,52,5.5,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2054","Fiat","M",999,70.65,52,5.5,123,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2055","Fiat","M",875,85.6,63,5.8,130,3571,1627,1488,905,4,"F",NA,NA,"Ligeros","Fosiles"
"2056","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2057","Fiat","M",1242,69.29,51,6.45,146,3571,1627,1488,905,4,"G",NA,NA,"Ligeros","Fosiles"
"2058","Fiat","M",999,70.65,52,5.35,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2059","Fiat","M",999,70.65,52,5.35,121,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2060","Fiat","M",999,70.65,52,5.5,124,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2061","Fiat","M",999,70.65,52,5.5,124,3571,1627,1488,980,4,"E",NA,NA,"Ligeros","Híbridos"
"2062","Fiat","M",1248,95.11,70,5.35,138,4242,1784,1665,1895,5,"D",NA,NA,"Ligeros","Fosiles"
